level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	11	1	1	6	949	537	180	40	96	servire
5	1	11	1	1	7	1155	536	92	39	96	allo
5	1	11	1	1	8	1268	547	141	37	95	scopo
4	1	11	1	2	0	224	601	789	50	-1	
5	1	11	1	2	1	224	613	85	38	96	per
5	1	11	1	2	2	340	603	72	38	96	cui
5	1	11	1	2	3	447	612	145	27	96	erano
5	1	11	1	2	4	627	604	128	36	96	state
5	1	11	1	2	5	788	601	225	39	86	istituite.
3	1	11	2	0	0	221	661	1188	362	-1	
4	1	11	2	1	0	304	661	1104	51	-1	
5	1	11	2	1	1	304	665	68	38	93	Lo
5	1	11	2	1	2	405	663	143	40	96	Stato
5	1	11	2	1	3	583	664	86	39	96	che
5	1	11	2	1	4	701	665	59	36	96	ha
5	1	11	2	1	5	795	665	28	36	96	il
5	1	11	2	1	6	857	664	192	48	96	dovere,
5	1	11	2	1	7	1099	675	37	36	93	e,
5	1	11	2	1	8	1172	661	236	38	88	nell’inte-
4	1	11	2	2	0	221	724	1187	51	-1	
5	1	11	2	2	1	221	737	124	28	96	resse
5	1	11	2	2	2	379	725	74	40	75	dei
5	1	11	2	2	3	488	725	240	50	95	cittadini,
5	1	11	2	2	4	755	727	152	38	96	anche
5	1	11	2	2	5	919	724	52	45	96	il
5	1	11	2	2	6	999	724	168	39	94	diritto
5	1	11	2	2	7	1201	724	43	37	78	di
5	1	11	2	2	8	1280	724	128	37	90	tute-
4	1	11	2	3	0	223	785	1185	54	-1	
5	1	11	2	3	1	223	789	130	39	60	iarei
5	1	11	2	3	2	373	788	195	39	65	demani
5	1	11	2	3	3	587	788	234	51	95	pubblici,
5	1	11	2	3	4	845	788	344	47	93	specialmente
5	1	11	2	3	5	1213	785	195	50	96	quando
4	1	11	2	4	0	224	847	1184	53	-1	
5	1	11	2	4	1	224	863	205	28	96	servono
5	1	11	2	4	2	472	863	84	37	96	per
5	1	11	2	4	3	597	863	86	26	96	uso
5	1	11	2	4	4	731	849	268	50	95	collettivo,
5	1	11	2	4	5	1031	859	97	28	96	non
5	1	11	2	4	6	1161	847	247	38	96	dovrebbe
4	1	11	2	5	0	223	911	1186	49	-1	
5	1	11	2	5	1	223	912	369	40	95	ulteriormente
5	1	11	2	5	2	609	913	239	38	63	ritardare
5	1	11	2	5	3	868	913	13	36	63	i
5	1	11	2	5	4	900	911	399	49	60	provvedimenti
5	1	11	2	5	5	1323	911	86	37	96	che
4	1	11	2	6	0	221	973	1186	50	-1	
5	1	11	2	6	1	221	985	280	38	93	occorrono,
5	1	11	2	6	2	533	976	288	37	96	rientrando
5	1	11	2	6	3	847	976	45	37	96	al
5	1	11	2	6	4	915	975	82	46	96	più
5	1	11	2	6	5	1029	977	160	46	96	presto
5	1	11	2	6	6	1225	973	48	38	92	in
5	1	11	2	6	7	1303	983	104	38	92	pos-
2	1	12	0	0	0	221	1035	1188	113	-1	
3	1	12	1	0	0	221	1035	1188	113	-1	
4	1	12	1	1	0	223	1035	1186	53	-1	
5	1	12	1	1	1	223	1048	122	29	96	sesso
5	1	12	1	1	2	381	1039	46	38	96	di
5	1	12	1	1	3	459	1040	170	48	96	questo
5	1	12	1	1	4	675	1051	81	26	96	suo
5	1	12	1	1	5	789	1036	314	51	96	patrimonio,
5	1	12	1	1	6	1155	1047	132	28	96	come
5	1	12	1	1	7	1320	1035	33	38	95	si
5	1	12	1	1	8	1387	1035	22	38	96	è
4	1	12	1	2	0	221	1097	1188	51	-1	
5	1	12	1	2	1	221	1101	128	39	95	fatto
5	1	12	1	2	2	384	1100	153	40	96	anche
5	1	12	1	2	3	569	1112	84	36	96	per
5	1	12	1	2	4	689	1101	15	38	96	i
5	1	12	1	2	5	735	1101	206	38	95	tratturi
5	1	12	1	2	6	971	1100	48	39	96	di
5	1	12	1	2	7	1051	1099	185	49	95	Puglia.
5	1	12	1	2	8	1271	1097	138	40	27	Tutti
2	1	13	0	0	0	212	1160	1197	1484	-1	
3	1	13	1	0	0	219	1160	1189	416	-1	
4	1	13	1	1	0	223	1160	1181	56	-1	
5	1	13	1	1	1	223	1162	158	50	78	questi
5	1	13	1	1	2	411	1164	181	37	95	terreni
5	1	13	1	1	3	637	1174	83	27	92	ora
5	1	13	1	1	4	764	1162	221	54	70	usurpati
5	1	13	1	1	5	1032	1172	21	26	96	e
5	1	13	1	1	6	1100	1161	85	39	96	che
5	1	13	1	1	7	1221	1160	80	49	92	poi
5	1	13	1	1	8	1333	1172	71	26	86	sa-
4	1	13	1	2	0	221	1222	1187	52	-1	
5	1	13	1	2	1	221	1236	152	26	91	ranno
5	1	13	1	2	2	420	1225	300	49	90	reintegrati,
5	1	13	1	2	3	775	1226	242	48	95	potranno
5	1	13	1	2	4	1069	1234	123	27	95	esser
5	1	13	1	2	5	1243	1222	165	39	96	ceduti
4	1	13	1	3	0	224	1286	1179	50	-1	
5	1	13	1	3	1	224	1286	45	39	93	al
5	1	13	1	3	2	300	1288	220	38	90	frontisti
5	1	13	1	3	3	553	1288	247	38	96	mediante
5	1	13	1	3	4	835	1297	270	39	94	compenso,
5	1	13	1	3	5	1143	1297	21	27	96	e
5	1	13	1	3	6	1197	1286	32	36	94	si
5	1	13	1	3	7	1264	1286	139	48	94	potrà
4	1	13	1	4	0	221	1348	1184	49	-1	
5	1	13	1	4	1	221	1360	162	28	96	creare
5	1	13	1	4	2	415	1350	154	38	96	anche
5	1	13	1	4	3	601	1361	64	27	92	an
5	1	13	1	4	4	696	1349	149	37	96	fondo
5	1	13	1	4	5	880	1360	83	36	96	per
5	1	13	1	4	6	985	1348	247	49	86	sopperire
5	1	13	1	4	7	1265	1348	44	37	81	al
5	1	13	1	4	8	1341	1348	64	37	55	Dbi-
4	1	13	1	5	0	221	1410	1186	52	-1	
5	1	13	1	5	1	221	1414	136	48	96	sogni
5	1	13	1	5	2	389	1413	127	39	64	della
5	1	13	1	5	3	543	1412	240	38	96	viabilità.
5	1	13	1	5	4	811	1413	73	37	70	Ki
5	1	13	1	5	5	908	1422	109	30	93	ecco
5	1	13	1	5	6	1051	1410	185	51	74	perché,
5	1	13	1	5	7	1272	1421	135	28	92	come
4	1	13	1	6	0	219	1473	1186	51	-1	
5	1	13	1	6	1	219	1476	58	36	96	ho
5	1	13	1	6	2	304	1476	155	48	96	detto,
5	1	13	1	6	3	485	1476	166	48	96	queste
5	1	13	1	6	4	679	1473	244	48	94	questioni
5	1	13	1	6	5	943	1474	37	39	96	si
5	1	13	1	6	6	1004	1474	248	50	96	collegano
5	1	13	1	6	7	1273	1474	132	38	35	luna
4	1	13	1	7	0	221	1537	256	39	-1	
5	1	13	1	7	1	221	1537	256	39	87	coll’altra.
3	1	13	2	0	0	213	1598	1196	734	-1	
4	1	13	2	1	0	299	1598	1108	50	-1	
5	1	13	2	1	1	299	1600	90	37	96	Per
5	1	13	2	1	2	423	1600	198	37	96	attuare
5	1	13	2	1	3	660	1609	61	27	96	un
5	1	13	2	1	4	769	1598	100	38	96	tale
5	1	13	2	1	5	900	1598	145	50	96	piano
5	1	13	2	1	6	1080	1609	97	27	95	non
5	1	13	2	1	7	1212	1609	195	27	68	occorre
4	1	13	2	2	0	221	1660	1184	50	-1	
5	1	13	2	2	1	221	1662	150	38	96	molto
5	1	13	2	2	2	404	1664	185	45	96	tempo.
5	1	13	2	2	3	616	1661	181	39	90	Infatti
5	1	13	2	2	4	820	1672	161	38	96	presso
5	1	13	2	2	5	1007	1662	134	36	88	tutte
5	1	13	2	2	6	1160	1660	43	38	93	le
5	1	13	2	2	7	1227	1660	178	49	25	preiet-
4	1	13	2	3	0	217	1722	1184	50	-1	
5	1	13	2	3	1	217	1725	111	36	96	ture
5	1	13	2	3	2	347	1722	208	40	96	esistono
5	1	13	2	3	3	580	1724	65	48	96	gli
5	1	13	2	3	4	669	1722	184	39	95	elenchi
5	1	13	2	3	5	879	1724	118	37	93	delle
5	1	13	2	3	6	1020	1726	192	35	85	trazzere
5	1	13	2	3	7	1237	1722	164	50	68	Regie,
4	1	13	2	4	0	217	1785	1190	49	-1	
5	1	13	2	4	1	217	1786	50	38	96	in
5	1	13	2	4	2	291	1786	110	40	95	base
5	1	13	2	4	3	435	1785	44	39	90	si
5	1	13	2	4	4	504	1786	132	48	95	quali
5	1	13	2	4	5	660	1785	31	37	95	il
5	1	13	2	4	6	712	1785	248	39	91	Ministero
5	1	13	2	4	7	985	1786	146	48	96	potrà
5	1	13	2	4	8	1153	1786	254	38	96	verificare
4	1	13	2	5	0	213	1848	1191	49	-1	
5	1	13	2	5	1	213	1849	324	47	2	l'estensione,
5	1	13	2	5	2	556	1848	93	38	96	fino
5	1	13	2	5	3	667	1848	44	38	76	al
5	1	13	2	5	4	727	1848	141	38	0	metri
5	1	13	2	5	5	887	1848	244	49	0	quadrati,
5	1	13	2	5	6	1151	1848	48	37	93	di
5	1	13	2	5	7	1216	1858	93	39	92	qua
5	1	13	2	5	8	1337	1850	67	36	85	:to
4	1	13	2	6	0	216	1909	1188	51	-1	
5	1	13	2	6	1	216	1912	336	48	92	apparteneva
5	1	13	2	6	2	585	1909	286	39	89	aldemanio
5	1	13	2	6	3	892	1922	23	26	94	e
5	1	13	2	6	4	933	1909	48	39	90	di
5	1	13	2	6	5	1013	1913	186	45	95	quanto
5	1	13	2	6	6	1236	1920	81	26	93	ora
5	1	13	2	6	7	1340	1910	64	36	92	ri-
4	1	13	2	7	0	220	1972	1189	48	-1	
5	1	13	2	7	1	220	1973	127	39	89	sulta
5	1	13	2	7	2	380	1973	237	37	95	sottratto
5	1	13	2	7	3	651	1973	93	37	73	allo
5	1	13	2	7	4	769	1972	142	38	90	Stato
5	1	13	2	7	5	935	1973	56	36	94	ed
5	1	13	2	7	6	1024	1973	45	37	85	al
5	1	13	2	7	7	1101	1972	247	48	95	cittadini,
5	1	13	2	7	8	1387	1984	22	25	96	e
4	1	13	2	8	0	217	2034	1190	51	-1	
5	1	13	2	8	1	217	2034	146	50	96	potrà
5	1	13	2	8	2	396	2034	273	51	96	benissimo,
5	1	13	2	8	3	704	2045	79	37	96	per
5	1	13	2	8	4	816	2044	159	28	96	mezzo
5	1	13	2	8	5	1011	2034	126	50	69	degli
5	1	13	2	8	6	1161	2034	246	50	96	ingegneri
4	1	13	2	9	0	220	2096	1185	50	-1	
5	1	13	2	9	1	220	2096	76	38	96	del
5	1	13	2	9	2	331	2096	149	40	96	Genio
5	1	13	2	9	3	516	2096	140	38	95	civile
5	1	13	2	9	4	699	2108	24	25	95	o
5	1	13	2	9	5	767	2096	74	37	96	dei
5	1	13	2	9	6	884	2097	235	48	96	geometri
5	1	13	2	9	7	1160	2097	245	49	96	catastali,
4	1	13	2	10	0	223	2158	1184	48	-1	
5	1	13	2	10	1	223	2160	304	46	7	provvetere
5	1	13	2	10	2	561	2158	368	39	36	all'immediata
5	1	13	2	10	3	947	2158	241	50	31	r-integra
5	1	13	2	10	4	1212	2158	75	38	91	dei
5	1	13	2	10	5	1308	2161	99	36	18	ter
5	1	13	2	10	6	1379	2153	11	59	18	-
4	1	13	2	11	0	223	2221	1180	49	-1	
5	1	13	2	11	1	223	2221	105	37	92	reni
5	1	13	2	11	2	357	2221	238	48	90	usurpati,
5	1	13	2	11	3	632	2221	47	37	95	in
5	1	13	2	11	4	711	2222	142	36	92	modo
5	1	13	2	11	5	889	2221	59	39	64	ila
5	1	13	2	11	6	989	2224	140	46	96	poter
5	1	13	2	11	7	1171	2221	77	47	92	poi
5	1	13	2	11	8	1272	2221	131	39	91	siste-
4	1	13	2	12	0	227	2282	977	50	-1	
5	1	13	2	12	1	227	2293	129	28	95	mare
5	1	13	2	12	2	387	2294	65	27	96	un
5	1	13	2	12	3	485	2284	198	37	96	servizio
5	1	13	2	12	4	716	2285	145	36	96	tanto
5	1	13	2	12	5	892	2282	312	50	94	importante.
3	1	13	3	0	0	212	2344	1195	300	-1	
4	1	13	3	1	0	296	2344	1101	40	-1	
5	1	13	3	1	1	296	2345	111	37	96	Non
5	1	13	3	1	2	447	2344	22	38	96	è
5	1	13	3	1	3	500	2345	265	37	94	necessario
5	1	13	3	1	4	813	2346	244	38	80	nominare
5	1	13	3	1	5	1091	2348	140	36	91	tante
5	1	13	3	1	6	1267	2345	130	39	90	Com-
4	1	13	3	2	0	215	2404	1189	56	-1	
5	1	13	3	2	1	215	2404	232	56	87	missioni;
5	1	13	3	2	2	595	2408	173	37	29	Tresto
5	1	13	3	2	3	793	2408	43	37	95	la
5	1	13	3	2	4	860	2406	351	51	95	Commissione,
5	1	13	3	2	5	1249	2408	47	37	82	«ii
5	1	13	3	2	6	1329	2408	75	37	94	cui
4	1	13	3	3	0	215	2448	1192	70	-1	
5	1	13	3	3	1	215	2470	58	36	96	ha
5	1	13	3	3	2	323	2469	190	49	93	parlato
5	1	13	3	3	3	565	2470	295	38	79	l’onorevoie
5	1	13	3	3	4	912	2448	395	69	42	sottosegretario
5	1	13	3	3	5	1359	2470	48	39	86	di
4	1	13	3	4	0	212	2478	1195	108	-1	
5	1	13	3	4	1	212	2530	160	51	74	Stato,
5	1	13	3	4	2	413	2534	35	36	93	si
5	1	13	3	4	3	480	2478	175	108	57	aspetta
5	1	13	3	4	4	683	2482	36	87	38	«
5	1	13	3	4	5	709	2533	60	36	63	ia
5	1	13	3	4	6	803	2544	65	26	96	un
5	1	13	3	4	7	900	2544	144	26	96	anno.
5	1	13	3	4	8	1079	2533	328	37	94	L'onorevole
4	1	13	3	5	0	212	2593	1192	51	-1	
5	1	13	3	5	1	212	2593	155	40	96	Pavia
5	1	13	3	5	2	393	2594	100	38	96	dice
5	1	13	3	5	3	525	2594	87	38	85	che
5	1	13	3	5	4	645	2594	30	38	93	il
5	1	13	3	5	5	709	2594	194	38	86	deereto
5	1	13	3	5	6	936	2601	23	32	73	è
5	1	13	3	5	7	992	2597	211	47	93	pronto:
5	1	13	3	5	8	1252	2596	57	37	72	eil
5	1	13	3	5	9	1361	2594	43	38	93	io
2	1	14	0	0	0	487	2408	98	37	-1	
3	1	14	1	0	0	487	2408	98	37	-1	
4	1	14	1	1	0	487	2408	98	37	-1	
5	1	14	1	1	1	487	2408	98	37	53	edi
2	1	15	0	0	0	211	2657	1198	112	-1	
3	1	15	1	0	0	211	2657	1198	112	-1	
4	1	15	1	1	0	211	2657	1194	49	-1	
5	1	15	1	1	1	211	2666	136	38	96	spero
5	1	15	1	1	2	393	2657	86	37	95	che
5	1	15	1	1	3	524	2660	287	34	95	veramente
5	1	15	1	1	4	847	2657	69	37	96	ciò
5	1	15	1	1	5	968	2657	80	49	95	sia,
5	1	15	1	1	6	1084	2668	23	26	95	e
5	1	15	1	1	7	1139	2658	84	38	96	che
5	1	15	1	1	8	1256	2657	35	39	92	si
5	1	15	1	1	9	1323	2668	82	26	58	co-
4	1	15	1	2	0	212	2718	1197	51	-1	
5	1	15	1	2	1	212	2720	145	37	90	minci
5	1	15	1	2	2	403	2732	25	26	96	a
5	1	15	1	2	3	473	2720	102	37	95	fare
5	1	15	1	2	4	617	2720	207	48	96	qualche
5	1	15	1	2	5	871	2729	124	40	96	cosa,
5	1	15	1	2	6	1049	2718	175	50	37	perchè
5	1	15	1	2	7	1273	2730	46	28	94	se
5	1	15	1	2	8	1369	2718	40	39	95	si
2	1	16	0	0	0	204	2780	1204	1237	-1	
3	1	16	1	0	0	208	2780	1199	300	-1	
4	1	16	1	1	0	212	2780	1195	54	-1	
5	1	16	1	1	1	212	2782	199	39	96	dovesse
5	1	16	1	1	2	444	2780	199	50	96	perdere
5	1	16	1	1	3	679	2781	122	37	96	altro
5	1	16	1	1	4	835	2784	182	48	96	tempo,
5	1	16	1	1	5	1061	2782	126	48	96	dopo
5	1	16	1	1	6	1208	2784	92	50	96	che
5	1	16	1	1	7	1335	2784	72	36	96	da
4	1	16	1	2	0	211	2841	1193	52	-1	
5	1	16	1	2	1	211	2842	80	47	96	più
5	1	16	1	2	2	325	2842	46	38	96	di
5	1	16	1	2	3	401	2854	67	26	96	un
5	1	16	1	2	4	500	2853	127	28	96	anno
5	1	16	1	2	5	661	2842	43	38	96	io
5	1	16	1	2	6	739	2841	60	39	96	ho
5	1	16	1	2	7	829	2844	294	37	96	interessato
5	1	16	1	2	8	1160	2844	45	36	92	in
5	1	16	1	2	9	1231	2854	173	39	89	propo-
4	1	16	1	3	0	212	2905	1192	52	-1	
5	1	16	1	3	1	212	2906	89	38	95	sito
5	1	16	1	3	2	324	2906	151	38	96	anche
5	1	16	1	3	3	492	2905	299	41	28	l'onorevole
5	1	16	1	3	4	812	2906	213	39	96	ministro
5	1	16	1	3	5	1047	2906	122	39	96	delle
5	1	16	1	3	6	1187	2906	217	51	94	finanze,
4	1	16	1	4	0	211	2961	1193	55	-1	
5	1	16	1	4	1	211	2968	201	40	95	sarebbe
5	1	16	1	4	2	445	2978	60	28	71	fa
5	1	16	1	4	3	529	2968	248	48	96	disperare
5	1	16	1	4	4	797	2961	138	47	96	circa
5	1	16	1	4	5	959	2969	44	37	96	la
5	1	16	1	4	6	1021	2969	244	39	93	soluzione
5	1	16	1	4	7	1299	2970	105	38	87	del-
4	1	16	1	5	0	208	3032	640	48	-1	
5	1	16	1	5	1	208	3032	340	48	84	l’importante
5	1	16	1	5	2	580	3032	268	46	96	problema.
3	1	16	2	0	0	207	3093	1201	485	-1	
4	1	16	2	1	0	289	3093	1116	51	-1	
5	1	16	2	1	1	289	3093	204	44	43	Bivoico
5	1	16	2	1	2	544	3093	171	49	93	quindi
5	1	16	2	1	3	761	3093	111	37	96	viva
5	1	16	2	1	4	916	3094	252	50	96	preghiera
5	1	16	2	1	5	1217	3094	46	38	93	al
5	1	16	2	1	6	1308	3096	97	38	91	Go-
4	1	16	2	2	0	208	3154	1197	51	-1	
5	1	16	2	2	1	208	3166	151	28	96	verno
5	1	16	2	2	2	392	3156	205	38	85	affinchè
5	1	16	2	2	3	631	3166	97	27	95	non
5	1	16	2	2	4	759	3154	36	40	96	si
5	1	16	2	2	5	816	3157	148	45	96	perda
5	1	16	2	2	6	997	3156	78	49	96	più
5	1	16	2	2	7	1100	3160	187	45	96	tempo,
5	1	16	2	2	8	1323	3169	21	25	96	e
5	1	16	2	2	9	1371	3158	34	39	96	si
4	1	16	2	3	0	211	3217	1197	52	-1	
5	1	16	2	3	1	211	3218	182	39	77	accetti
5	1	16	2	3	2	440	3217	31	37	96	il
5	1	16	2	3	3	516	3217	92	39	96	mio
5	1	16	2	3	4	657	3217	227	51	95	consiglio
5	1	16	2	3	5	932	3217	45	40	95	di
5	1	16	2	3	6	1009	3217	290	40	96	richiamare
5	1	16	2	3	7	1329	3220	79	49	54	gl
4	1	16	2	4	0	209	3280	1199	48	-1	
5	1	16	2	4	1	209	3280	186	38	96	elenchi
5	1	16	2	4	2	427	3280	124	38	93	delle
5	1	16	2	4	3	588	3285	188	33	78	frazzere
5	1	16	2	4	4	820	3290	83	38	92	per
5	1	16	2	4	5	951	3280	230	40	85	sodisfare
5	1	16	2	4	6	1237	3281	40	37	92	le
5	1	16	2	4	7	1323	3281	85	39	92	esi-
4	1	16	2	5	0	208	3342	1188	54	-1	
5	1	16	2	5	1	208	3354	145	38	93	genze
5	1	16	2	5	2	387	3344	125	40	96	della
5	1	16	2	5	3	544	3342	223	40	96	viabilità
5	1	16	2	5	4	787	3344	46	37	96	in
5	1	16	2	5	5	857	3342	176	54	96	Sicilia,
5	1	16	2	5	6	1060	3345	225	39	96	viabilità
5	1	16	2	5	7	1309	3346	87	39	96	che
4	1	16	2	6	0	207	3377	1186	77	-1	
5	1	16	2	6	1	207	3405	48	59	96	in
5	1	16	2	6	2	285	3406	172	39	92	alcune
5	1	16	2	6	3	489	3405	250	49	96	provincie
5	1	16	2	6	4	772	3408	137	46	96	quasi
5	1	16	2	6	5	940	3377	93	68	96	non
5	1	16	2	6	6	1068	3406	139	40	96	esiste
5	1	16	2	6	7	1241	3418	22	27	96	e
5	1	16	2	6	8	1305	3409	88	37	96	che
4	1	16	2	7	0	207	3469	1200	50	-1	
5	1	16	2	7	1	207	3460	24	45	97	è
5	1	16	2	7	2	252	3469	167	38	96	invece
5	1	16	2	7	3	441	3469	379	48	96	indispensabile
5	1	16	2	7	4	853	3480	44	27	96	se
5	1	16	2	7	5	931	3468	33	39	95	si
5	1	16	2	7	6	997	3470	143	37	95	vuole
5	1	16	2	7	7	1171	3481	236	38	96	spezzare
4	1	16	2	8	0	208	3529	545	49	-1	
5	1	16	2	8	1	208	3529	33	37	52	1l
5	1	16	2	8	2	271	3530	260	39	88	latifondo.
5	1	16	2	8	3	567	3530	186	48	93	(Bene!)
3	1	16	3	0	0	204	3590	1203	427	-1	
4	1	16	3	1	0	288	3590	1105	53	-1	
5	1	16	3	1	1	288	3590	443	41	93	PRESIDENTE.
5	1	16	3	1	2	771	3593	150	50	92	Segue
5	1	16	3	1	3	964	3593	429	50	52	linterrogaz
5	1	16	3	1	4	1286	3586	104	62	96	one
4	1	16	3	2	0	208	3654	1183	55	-1	
5	1	16	3	2	1	208	3654	381	40	90	dell’onorevole
5	1	16	3	2	2	624	3657	228	37	96	Ottorino
5	1	16	3	2	3	903	3658	154	51	96	Nava,
5	1	16	3	2	4	1093	3657	46	38	96	al
5	1	16	3	2	5	1172	3658	219	37	96	ministro
4	1	16	3	3	0	207	3715	1200	54	-1	
5	1	16	3	3	1	207	3715	49	39	95	di
5	1	16	3	3	2	307	3717	162	49	96	grazia
5	1	16	3	3	3	519	3730	22	25	95	e
5	1	16	3	3	4	585	3717	240	52	95	giustizia,
5	1	16	3	3	5	881	3730	120	37	68	«per
5	1	16	3	3	6	1047	3731	165	38	89	sapere
5	1	16	3	3	7	1263	3719	144	50	96	quali
4	1	16	3	4	0	207	3778	1198	51	-1	
5	1	16	3	4	1	207	3778	134	39	96	siano
5	1	16	3	4	2	375	3778	40	37	96	le
5	1	16	3	4	3	451	3779	190	48	96	ragioni
5	1	16	3	4	4	676	3779	125	39	95	della
5	1	16	3	4	5	833	3781	310	48	96	ripartizione
5	1	16	3	4	6	1184	3781	72	38	93	dei
5	1	16	3	4	7	1296	3793	109	26	90	ma-
4	1	16	3	5	0	207	3839	1194	54	-1	
5	1	16	3	5	1	207	3839	194	52	92	gistrati
5	1	16	3	5	2	431	3839	74	39	96	fra
5	1	16	3	5	3	539	3841	40	38	96	le
5	1	16	3	5	4	625	3841	132	38	95	Corti
5	1	16	3	5	5	804	3843	56	38	95	ed
5	1	16	3	5	6	895	3843	12	36	95	i
5	1	16	3	5	7	939	3843	248	38	95	Tribunali
5	1	16	3	5	8	1220	3854	181	39	68	propo
5	1	16	3	5	9	1363	3835	32	63	68	-
4	1	16	3	6	0	207	3901	1192	52	-1	
5	1	16	3	6	1	207	3906	73	36	96	sta
5	1	16	3	6	2	325	3902	80	39	93	dal
5	1	16	3	6	3	448	3901	240	48	64	Consig:io
5	1	16	3	6	4	723	3903	245	50	96	superiore
5	1	16	3	6	5	991	3905	124	38	96	della
5	1	16	3	6	6	1140	3917	109	38	92	mag
5	1	16	3	6	7	1273	3909	126	36	91	stra-
4	1	16	3	7	0	204	3965	1197	52	-1	
5	1	16	3	7	1	204	3966	133	49	95	tura,
5	1	16	3	7	2	371	3965	46	37	96	in
5	1	16	3	7	3	452	3965	284	38	96	attuazione
5	1	16	3	7	4	769	3965	124	40	95	della
5	1	16	3	7	5	924	3969	131	48	96	legge
5	1	16	3	7	6	1108	3970	23	36	95	12
5	1	16	3	7	7	1152	3969	249	37	37	dicembre
2	1	17	0	0	0	204	3997	1197	146	-1	
3	1	17	1	0	0	204	3997	1197	146	-1	
4	1	17	1	1	0	204	3997	1197	89	-1	
5	1	17	1	1	1	204	4029	121	49	96	1912,
5	1	17	1	1	2	360	4039	45	27	91	n.
5	1	17	1	1	3	439	4026	118	52	79	1311,
5	1	17	1	1	4	600	4027	44	36	91	in
5	1	17	1	1	5	680	4029	140	37	63	mo:lo
5	1	17	1	1	6	863	4039	97	27	96	non
5	1	17	1	1	7	991	3997	410	89	93	corrispondente
4	1	17	1	2	0	208	4089	1155	54	-1	
5	1	17	1	2	1	208	4090	93	37	96	alle
5	1	17	1	2	2	351	4090	118	37	95	reali
5	1	17	1	2	3	517	4089	218	50	96	esigenze
5	1	17	1	2	4	788	4090	121	37	91	delle
5	1	17	1	2	5	963	4090	186	40	96	diverse
5	1	17	1	2	6	1199	4093	116	50	91	sedi,
5	1	17	1	2	7	1356	4094	7	5	96	i
2	1	18	0	0	0	1467	563	4	32	-1	
3	1	18	1	0	0	1467	563	4	32	-1	
4	1	18	1	1	0	1467	563	2	13	-1	
5	1	18	1	1	1	1467	563	2	13	48	I
4	1	18	1	2	0	1467	577	4	18	-1	
